show_id;type;title;director;cast;country;date_added;release_year;rating;duration;listed_in;description
s43;Movie;Çok Filim Hareketler Bunlar;Ozan Aç?ktan;Ayça Erturan, Aydan Ta?, Ay?egül Akdemir, Burcu Gönder, Bülent Emrah Parlak, Bü?ra Pekin, Emre Canpolat, Ersin Korkut, Eser Yenenler, Gizem Tu?ral, Gülhan Tekin, Gülsüm Alkan, Hamdi Kahraman, ?brahim Büyükak, Metin Keçeci;Turkey;10/03/2017;2010;TV-MA;99 min;Comedies, International Movies;Vignettes of the summer holidays follow vacationers as they battle mosquitoes, suffer ruined plans and otherwise hit snags in their precious time off.
s44;Movie;Òlòt?ré;Kenneth Gyang;Beverly Osu, Sharon Ooja, Omowunmi Dada, Pearl Okorie, Wofai Samuel, Ikechukwu Onunaku, Kemi Lala Akindoju, Blossom Chukwujekwu, Adebukola Oladipupo, Omoni Oboli, Segun Arinze, Ada Ameh, Sambasa Nzeribe, Patrick Doyle, Gregory Ojefua;Nigeria;02/10/2020;2020;TV-MA;107 min;Dramas, International Movies;In Lagos, a journalist goes undercover as a prostitute to expose human trafficking. What she finds is a world of exploited women and ruthless violence.
s46;TV Show;?ubat;;Alican Yücesoy, Melisa Sözen, Musa Uzunlar, Serkan Ercan, Özkan U?ur, Ülkü Duru, Tansu Biçer, Nadir Sar?bacak, Sermet Ye?il, Ayhan Kavas;Turkey;17/01/2017;2013;TV-MA;1 Season;Crime TV Shows, International TV Shows, TV Dramas;An orphan subjected to tests that gave him superpowers is rescued and raised on Istanbul's streets, where he falls for a reporter linked to his past.
s53;Movie;100 Days Of Solitude;;;Spain;06/07/2018;2018;TV-MA;93 min;Documentaries, International Movies;Spanish photographer José Díaz spends 100 days living alone on a remote mountain, connecting to nature and documenting the beauty of his surroundings.
s55;Movie;100 Meters;Marcel Barrena;Dani Rovira, Karra Elejalde, Alexandra Jiménez, David Verdaguer, Clara Segura, Alba Ribas, Bruno Bergonzini, Ricardo Pereira, Manuela Couto, Marc Balaguer;Portugal, Spain;10/03/2017;2016;TV-MA;109 min;Dramas, International Movies, Sports Movies;A man who is diagnosed with multiple sclerosis responds by training for an Ironman triathlon, with his cranky father-in-law's help.
s61;Movie;12 ROUND GUN;Sam Upton;Sam Upton, Jared Abrahamson, Mark Boone Junior, Laila Ali, Kate Vernon, Cassi Thomson, Colby French, Miguel Perez, Jay Acovone;United States;14/03/2019;2017;TV-MA;90 min;Dramas, Independent Movies, Sports Movies;Dealing with personal demons and the death of his son, a prizefighter attempts a return to the ring by challenging his rival to a 12-round rematch.
s64;TV Show;13 Reasons Why;;Dylan Minnette, Katherine Langford, Kate Walsh, Derek Luke, Brian d'Arcy James, Alisha Boe, Christian Navarro, Miles Heizer, Ross Butler, Devin Druid, Michele Selene Ang, Steven Silver, Amy Hargreaves;United States;05/06/2020;2020;TV-MA;4 Seasons;Crime TV Shows, TV Dramas, TV Mysteries;After a teenage girl's perplexing suicide, a classmate receives a series of tapes that unravel the mystery of her tragic choice.
s65;TV Show;13 Reasons Why: Beyond the Reasons;;Dylan Minnette, Katherine Langford, Kate Walsh, Derek Luke, Alisha Boe, Justin Prentice, Brandon Flynn, Miles Heizer, Christian Navarro, Brian Yorkey, Tom McCarthy, Selena Gomez, Mandy Teefey, Jay Asher, Dr. Rona Hu, Dr. Helen Hsu, Dr. Rebecca Hedrick, Alexis Jones, Elaine Welteroth, Julia Bicknell, Dr. Christine Moutier, Nic Sheff, Carrie Goldberg, Anne Winters, Joy Gorman, Brandon Butler, Marissa Jo Cerar, Susanne Timms;United States;23/08/2019;2019;TV-MA;3 Seasons;Crime TV Shows, Docuseries;"Cast members, writers, producers and mental health professionals discuss some of the difficult issues and themes explored in ""13 Reasons Why."""
s66;Movie;13 Sins;Daniel Stamm;Mark Webber, Rutina Wesley, Devon Graye, Tom Bower, Ron Perlman, Pruitt Taylor Vince;United States;13/01/2019;2014;R;93 min;Horror Movies, Thrillers;A man agrees to appear on a game show with a $6 million prize. But as the challenges become more extreme, he realizes he's made a grave mistake.
s67;Movie;13TH;Ava DuVernay;;United States;07/10/2016;2016;TV-MA;101 min;Documentaries;In this thought-provoking documentary, scholars, activists and politicians analyze the criminalization of African Americans and the U.S. prison boom.
s68;Movie;13TH: A Conversation with Oprah Winfrey & Ava DuVernay;;Oprah Winfrey, Ava DuVernay;;26/01/2017;2017;;37 min;Movies;Oprah Winfrey sits down with director Ava DuVernay to discuss her Oscar-nominated film, historical cycles of oppression and the broken prison system.
s69;Movie;14 Blades;Daniel Lee;Donnie Yen, Zhao Wei, Wu Chun, Law Kar-Ying, Kate Tsui, Yuwu Qi, Wu Ma, Chen Kuan Tai, Sammo Kam-Bo Hung, Chen Zhi Hui, Damian Lau, Xiang Dong Xu;Hong Kong, China, Singapore;03/04/2019;2010;R;113 min;Action & Adventure, International Movies;In the age of the Ming Dynasty, Quinglong is the best of the Jinyiwei, an elite assassin squad made up of highly trained former street urchins. When evil eunuch Jia unseats the emperor, Quinglong is called to action but is quickly betrayed.
s70;Movie;14 Cameras;Scott Hussion, Seth Fuller;Neville Archambault, Amber Midthunder, Brytnee Ratledge, Hank Rogerson, Chelsea Edmundson, John-Paul Howard, Lora Martinez-Cunningham, Brianne Moncrief;United States;27/10/2018;2018;TV-MA;89 min;Horror Movies, Thrillers;Upping the “13 Cameras” ante, this sequel finds a family renting a vacation house that’s been customized to violate their privacy.
s71;Movie;14 Minutes from Earth;Adam Davis, Jerry Kolber, Trey Nelson, Erich Sturm;;United States;01/02/2019;2016;TV-MA;84 min;Documentaries;A Google executive boldly attempts a death-defying mission to travel to space and free-fall back to Earth without a rocket.
s74;Movie;18 Presents;Francesco Amato;Vittoria Puccini, Benedetta Porcaroli, Edoardo Leo, Sara Lazzaro, Marco Messeri, Betty Pedrazzi, Alessandro Giallocosta, Filippo Gili, Giacomo Rosselli;Italy;08/05/2020;2020;TV-MA;114 min;Dramas, Independent Movies, International Movies;A pregnant mother with terminal cancer leaves behind 18 sentimental gifts for her unborn daughter to receive every birthday until she reaches womanhood.
s75;Movie;1898: Our Last Men in the Philippines;Salvador Calvo;Luis Tosar, Javier Gutiérrez, Álvaro Cervantes, Karra Elejalde, Carlos Hipólito, Ricardo Gómez, Patrick Criado, Eduard Fernández, Miguel Herrán, Emilio Palacios;Spain;02/06/2017;2016;R;130 min;Dramas, International Movies;While Spain relinquishes its last colonies, a battle-fatigued outpost engages in a long, brutal and sometimes bizarre clash with Filipino insurgents.
s76;Movie;1BR;David Marmor;Nicole Brydon Bloom, Giles Matthey, Taylor Nichols, Alan Blumenfeld, Celeste Sully, Susan Davis, Clayton Hoff, Earnestine Phillips;United States;23/08/2020;2019;TV-MA;90 min;Horror Movies, Independent Movies, Thrillers;Seeking her independence, a young woman moves to Los Angeles and settles into a cozy apartment complex with a disturbing sense of community.
s77;Movie;1st Summoning;Raymond Wood;Hayley Lovitt, Teddy Cole, Brook Todd, Ace Harney, Jason Macdonald;United States;26/07/2019;2018;TV-MA;94 min;Horror Movies, Independent Movies;Student filmmakers uncover occult rituals tied to an abandoned warehouse, then gradually realize the horror is closer than they think.
s78;Movie;2 Alone in Paris;Ramzy Bedia, Éric Judor;Ramzy Bedia, Éric Judor, Benoît Magimel, Kristin Scott Thomas, Élodie Bouchez, Édouard Baer, Fred Testot, Omar Sy;France;01/06/2020;2008;TV-MA;97 min;Comedies, International Movies;A bumbling Paris policeman is doggedly determined to capture the master thief that repeatedly eludes him, even when they're the last two men on Earth.
s81;TV Show;20 Minutes;;Tuba Büyüküstün, Ilker Aksum, Bülent Emin Yarar, ?pek Bilgin, Müjde Uzman, Firat Çelik, Ayten Uncuoglu, Cihat Tamer;Turkey;15/08/2017;2013;TV-MA;1 Season;Crime TV Shows, International TV Shows, TV Dramas;When his wife is convicted of murder, a horrified family man races to prove her innocence while a dogged investigator sets out to uncover the truth.
s84;Movie;20th Century Women;Mike Mills;Annette Bening, Elle Fanning, Greta Gerwig, Lucas Jade Zumann, Billy Crudup;United States;28/06/2019;2016;R;119 min;Dramas, Independent Movies;In 1979, single bohemian mom Dorothea, hoping to help her teen son find his place as a man, asks two young women to share their lives with him.
s85;Movie;21 & Over;Jon Lucas, Scott Moore;Miles Teller, Skylar Astin, Justin Chon, Sarah Wright, Jonathan Keltz, François Chau, Russell Hodgkinson, Daniel Booko, Russell Mercado, Josie Loren, Dustin Ybarra;United States;16/04/2019;2013;R;93 min;Comedies;Jeff's straight-and-narrow life changes abruptly when his buddies take him out for a birthday bash – the night before a crucial med school interview.
s86;TV Show;21 Again;;Laura Morgan;United Kingdom;01/07/2020;2019;TV-MA;1 Season;British TV Shows, Reality TV;In a social experiment, a group of daughters sends their mothers, disguised as 21-year-olds, into the world to experience life as a member of Gen Z.
s88;TV Show;21 Thunder;;Stephanie Bennett, Emmanuel Kabongo, RJ Fetherstonhaugh, Andres Joseph, Kevin Claydon, Conrad Pla, Clark Backo, Ryan Pierce, Eileen Li, Susan Bain, Cristina Rosato, Jonathan Kim, Colm Feore;Canada;01/03/2018;2017;TV-MA;1 Season;Crime TV Shows, International TV Shows, TV Dramas;Players and coaches for a Montreal soccer team chase dreams of stardom while their personal lives erupt with love, fear, passion and violence.
s89;Movie;2307: Winter's Dream;Joey Curtis;Paul Sidhu, Arielle Holmes, Branden Coles, Kelcey Watson, Anne-Solenne Hatte, Brad Potts, Timothy Lee DePriest, Fernando Argosino, Duchess Dukes, Harwood Gordon, Stormi Henley;United States;01/03/2018;2016;TV-MA;101 min;Action & Adventure, Independent Movies, Sci-Fi & Fantasy;In the frozen tundra of a futuristic Arizona where humans have been forced underground, a soldier hunts the bioengineered leader of a rebellion.
s90;Movie;24 Hours to Live;Brian Smrz;Ethan Hawke, Xu Qing, Paul Anderson, Rutger Hauer, Tyrone Keogh, Nathalie Boltt, Liam Cunningham;South Africa, China, United States;07/04/2018;2017;R;93 min;Action & Adventure;Revived by an experimental procedure, a hit man gets to live an extra 24 hours – which he uses to avenge his dead wife and child and redeem himself.
s92;Movie;26 Years;Geun-hyun Cho;Goo Jin, Hye-jin Han, Soo-bin Bae, Seul-ong Im, Kyeong-yeong Lee, Gwang Jang, Deok-jae Jo, Eui-sung Kim, Seok-Hwan An, Bok-gi Min;South Korea;01/10/2017;2012;TV-MA;135 min;Dramas, International Movies, Thrillers;Twenty-six years after the 1980 massacre at Gwangju, South Korea, three relatives of the victims come together to avenge the infamous orchestrator.
s93;Movie;27, el club de los malditos;Nicanor Loreti;Diego Capusotto, Sofía Gala, Daniel Aráoz, Willy Toledo, El Polaco, Paula Manzone, Yayo Guridi, Guillermo Toledo;Argentina;01/05/2018;2018;TV-MA;82 min;Action & Adventure, Comedies, International Movies;After a musician dies under suspicious circumstances, a hard-drinking detective and a music fan investigate why rock stars often die at the age of 27.
s94;Movie;27: Gone Too Soon;Simon Napier-Bell;Janis Joplin, Jimi Hendrix, Amy Winehouse, Jim Morrison, Kurt Cobain;United Kingdom;01/05/2018;2017;TV-MA;70 min;Documentaries;Explore the circumstances surrounding the tragic deaths at 27 of Jimi Hendrix, Jim Morrison, Brian Jones, Janis Joplin, Kurt Cobain and Amy Winehouse.
s98;Movie;3 Deewarein;Nagesh Kukunoor;Naseeruddin Shah, Jackie Shroff, Juhi Chawla, Nagesh Kukunoor, Gulshan Grover, Aditya Lakhia, Shri Vallabh Vyas;;31/12/2019;2003;TV-MA;121 min;Dramas, International Movies, Thrillers;A reporter interviews three convicts on death row for a documentary but as their stories emerge, so do her own true motivations for soliciting them.
s103;Movie;3 Türken & ein Baby;Sinan Akku?;Kostja Ullmann, Eko Fresh, Kida Khodr Ramadan, Sabrina Klüber, Sami Nasser, Kayla Rybicka, Jytte-Merle Böhrnsen, Emrah Erdogru, Tim Grothe, Hülya Duyar;Germany;15/12/2016;2015;TV-MA;93 min;Comedies, International Movies;The lives of three dissatisfied brothers running a family bridal shop turn topsy-turvy when one of them has to care for his ex-girlfriend's baby.
s105;Movie;30 Minutes or Less;Ruben Fleischer;Jesse Eisenberg, Danny McBride, Aziz Ansari, Nick Swardson, Dilshad Vadsaria, Michael Peña, Bianca Kajlich, Fred Ward;United States;01/01/2021;2011;R;83 min;Action & Adventure, Comedies;Two crooks planning a bank heist wind up abducting a pizza delivery driver and force him to commit the robbery — with a strict time limit.
s107;Movie;365 Days;Barbara Bia?ow?s, Tomasz Mandes;Anna-Maria Sieklucka, Michele Morrone, Bronis?aw Wroc?awski, Otar Saralidze, Magdalena Lamparska, Natasza Urba?ska, Gra?yna Szapo?owska, Tomasz Stockinger, Gianni Parisi, Mateusz ?asowski;Poland;07/06/2020;2020;TV-MA;114 min;Dramas, International Movies, Romantic Movies;A fiery executive in a spiritless relationship falls victim to a dominant mafia boss, who imprisons her and gives her one year to fall in love with him.
s108;Movie;37 Seconds;Hikari;Mei Kayama, Misuzu Kanno, Shunsuke Daitoh, Makiko Watanabe, Yoshihiko Kumashino, Minori Hagiwara, Shohei Uno, Yuka Itaya, Kiyohiko Shibukawa, Eita Okuno, Haruka Imou, Toshinori Omi;Japan;31/01/2020;2020;TV-MA;116 min;Dramas, International Movies;Trapped by society and familial obligations, a young manga artist goes on an unconventional journey for sexual freedom and personal liberation.
s111;Movie;42 Grams;Jack C. Newell;Jake Bickelhaupt;United States;01/02/2018;2017;TV-MA;81 min;Documentaries;After launching a successful underground restaurant out of their apartment, an ambitious chef and his wife open an all-consuming upscale eatery.
s113;TV Show;45 rpm;;Carlos Cuevas, Guiomar Puerta, Iván Marcos, Israel Elejalde, Eudald Font, Luis Larrodera, Carmen Gutiérrez, Diana Gómez, Vito Sanz, Marina San José, Pere Ponce, Joan Pera;Spain;16/08/2019;2019;TV-MA;1 Season;International TV Shows, Romantic TV Shows, Spanish-Language TV Shows;In 1960s Madrid, music producer Guillermo Rojas launches a rock 'n' roll label with the help of aspiring singer Robert and clever producer Maribel.
s115;Movie;4L;Gerardo Olivares;Jean Reno, Hovik Keuchkerian, Susana Abaitua, Juan Dos Santos, Arturo Valls, Enrique San Francisco, Francesc Garrido, Eric Nguyen;Spain;12/07/2019;2019;TV-MA;105 min;Comedies, Dramas, Independent Movies;Hoping to reunite with a dying friend, two longtime pals re-create their desert road trip from Spain to Mali, bringing along his estranged daughter.
s117;Movie;4th Republic;Ishaya Bako;Kate Henshaw-Nuttal, Enyinna Nwigwe, Linda Ejiofor, Yakubu Mohammed, Bimbo Manuel, Sani Mu’azu, Emil Hirai-Garuba, Rekiya Ibrahim Atta;Nigeria;13/06/2020;2019;TV-MA;120 min;Dramas, International Movies, Thrillers;After the election-night murder of her campaign manager at a polling site, a gubernatorial candidate challenges the corrupt incumbent's victory.
s118;Movie;5 Cowok Jagoan;Anggy Umbara;Ario Bayu, Arifin Putra, Dwi Sasono, Muhadkly Acho, Cornelio Sunny, Tika Bravani, Nirina Zubir, Ganindra Bimo, Verdi Solaiman;;05/01/2019;2017;TV-MA;106 min;Action & Adventure, Comedies, International Movies;Yanto asks his friends to help save a girlfriend who was kidnapped by a mobster. Silly slapstick and campy crimefighting ensues.
s121;Movie;5 to 7;Victor Levin;Anton Yelchin, Bérénice Marlohe, Olivia Thirlby, Lambert Wilson, Frank Langella, Glenn Close;United States;16/03/2017;2014;R;97 min;Comedies, Dramas, Romantic Movies;A young novelist's life is turned upside down when a chance encounter outside a New York hotel leads to an intense affair with a diplomat's wife.
s123;Movie;50/50;Jonathan Levine;Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick, Bryce Dallas Howard, Anjelica Huston, Serge Houde, Andrew Airlie, Matt Frewer, Philip Baker Hall, Marie Avgeropoulos, Jessica Parker Kennedy;United States;01/06/2019;2011;R;100 min;Comedies, Dramas, Independent Movies;An otherwise healthy twentysomething has a comically early midlife crisis when he gets slapped with a cancer diagnosis and a 50-50 chance of survival.
s126;Movie;6 Balloons;Marja Lewis Ryan;Abbi Jacobson, Dave Franco, Jane Kaczmarek, Tim Matheson, Charlotte Carel, Madeline Carel, Maya Erskine, Dawan Owens, Jen Tullock;United States;06/04/2018;2018;TV-MA;75 min;Dramas, Independent Movies;A loyal sister struggles to stay afloat while driving her heroin-addicted brother to a detox center and looking after his 2-year-old daughter.
s127;Movie;6 Days;Toa Fraser;Jamie Bell, Abbie Cornish, Mark Strong, Martin Shaw, Ben Turner, Aymen Hamdouchi, Tim Pigott-Smith, Robert Portal, Colin Garlick, Andrew Grainger, Martin Hancock, Emun Elliott;New Zealand, United Kingdom;08/02/2018;2017;R;94 min;Action & Adventure, Dramas, International Movies;When armed gunmen seize the Iranian Embassy in 1980, a tense six-day standoff ensues while elite British soldiers prepare for a dangerous raid.
s128;Movie;6 Underground;Michael Bay;Ryan Reynolds, Mélanie Laurent, Corey Hawkins, Dave Franco, Adria Arjona, Manuel Garcia-Rulfo, Ben Hardy, Lior Raz, Payman Maadi, Yuri Kolokolnikov, Kim Kold;United States;13/12/2019;2019;R;129 min;Action & Adventure, Dramas;After faking his death, a tech billionaire recruits a team of international operatives for a bold and bloody mission to take down a brutal dictator.
s129;Movie;6 Years;Hannah Fidell;Taissa Farmiga, Ben Rosenfield, Lindsay Burdge, Joshua Leonard, Jennifer Lafleur, Peter Vack, Dana Wheeler-Nicholson, Jason Newman, Molly McMichael;United States;08/09/2015;2015;TV-MA;80 min;Dramas, Independent Movies, Romantic Movies;As a volatile young couple who have been together for six years approach college graduation, unexpected career opportunities threaten their future.
s130;Movie;6-5=2;Bharat Jain;Prashantt Guptha, Gaurav Paswala, Gaurav Kothari, Disha Kapoor, Niharica Raizada, Ashrut Jain, Darshan Machamada;India;01/11/2017;2014;TV-MA;103 min;Horror Movies, International Movies, Thrillers;Six friends decide to undertake a grueling mountain trek, only to find that the difficulties in store for them are not merely physical.
s131;TV Show;60 Days In;;;United States;01/11/2020;2019;TV-MA;1 Season;Reality TV;Recruited by a sheriff, volunteers infiltrate county prisons to expose corruption and crime from within the system in this docuseries.
s132;Movie;68 Kill;Trent Haaga;Matthew Gray Gubler, AnnaLynne McCord, Alisha Boe, Sheila Vand, Sam Eidson, James Moses Black, Ajay Mehta, Michael Beasley, David Maldonado, Hallie Grace Bradley, Peter Jaymes Jr., Eric Podnar, Lucy Faust;United States;01/09/2019;2017;R;96 min;Comedies, Independent Movies, Thrillers;A hapless guy agrees to help his stunning – but psychotic – girlfriend rob her loathsome sugar daddy in a scheme as ill-conceived as it is violent.
s134;Movie;7 años;Roger Gual;Paco León, Juana Acosta, Juan Pablo Raba, Alex Brendemühl, Manuel Morón;Spain;27/10/2016;2016;TV-MA;77 min;Dramas, International Movies;Loyalties are tested and cruelties revealed when four business partners spend a tense evening debating who will pay for the crime they committed.
s137;Movie;7 Khoon Maaf;Vishal Bhardwaj;Priyanka Chopra, Neil Nitin Mukesh, John Abraham, Irrfan Khan, Aleksandr Dyachenko, Annu Kapoor, Naseeruddin Shah, Vivaan Shah, Usha Uthup, Konkona Sen Sharma;India;02/08/2018;2011;TV-MA;148 min;Dramas, International Movies, Thrillers;Spiced liberally with black comedy, this Bollywood drama follows the lethal love life of a woman who marries numerous men – only to find them flawed.
s142;TV Show;7SEEDS;;Nao Toyama, Jun Fukuyama, Katsuyuki Konishi, Yoko Soumi, Kana Asumi, Akira Ishida, Aoi Yuki, Kazuhiko Inoue, Yoko Hikasa, Hirofumi Nojima, Ryotaro Okiayu, Eri Kitamura, Mamiko Noto, Ryo Hirohashi, Shizuka Ito, Hisao Egawa, Mayumi Asano, Kenta Miyake, Ai Kakuma, Kaito Ishikawa, Mikako Komatsu, Daisuke Sakaguchi, Takanori Hoshino, Kenjiro Tsuda, Nozomu Sasaki, Kenji Nojima, Houko Kuwashima, Kensho Ono, Takahiro Sakurai, Haruka Chisuga, Yu Shimamura, Takuma Terashima, Takuya Sato, Junko Minagawa, Masashi Sugawara, Sho Hayami, Kazuyuki Okitsu, Minako Kotobuki;;26/03/2020;2020;TV-MA;2 Seasons;Anime Series, International TV Shows;Shy Natsu awakens as part of a group chosen to ensure the survival of humanity. Together, they have to survive on a changed Earth.
s144;Movie;90 ML;Anita Udeep;Oviya, Masoom Shankar, Bommu Lakshmi, Monisha Ram, Tej Raj, Shree Gopika, Anson Paul, Devadarshini Chetan;India;13/08/2019;2019;TV-MA;123 min;Comedies, International Movies, Music & Musicals;Four friends shake up their lives when they meet a new woman in their apartment complex who encourages them to embrace their wild sides.
s146;Movie;A 2nd Chance;Clay Glen;Nina Pearce, Adam Tuominen, Emily Morris, Amy Handley, Carmel Johnson, Alanah Gilbert, Hapi Murphy, Lilly Blacker, Julie Kay Lumasag, Elysia Markou;Australia;01/07/2017;2011;PG;95 min;Children & Family Movies, Dramas, Sports Movies;A gymnast lacks the confidence she needs to reach the top. But with the help of her new coach, she has the chance to win a spot on the national team.
